"","name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","individualCount","occurrenceStatus","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","elevation","continent","stateProvince","year","month","day","eventDate","modified","lastInterpreted","license","geodeticDatum","class","countryCode","country","identifier","recordedBy","catalogNumber","institutionCode","county","locality","fieldNumber","collectionCode","gbifID","occurrenceID","identifiedBy","coordinateUncertaintyInMeters","references","rightsHolder","http://unknown.org/nick","verbatimEventDate","datasetName","verbatimLocality","taxonID","http://unknown.org/occurrenceDetails","rights","eventTime","occurrenceRemarks","identificationID","informationWithheld","endDayOfYear","municipality","identificationVerificationStatus","language","type","vernacularName","taxonConceptID","startDayOfYear","datasetID","accessRights","higherClassification","sex","behavior","habitat","associatedReferences","locationID","fieldNotes","dynamicProperties","footprintWKT","lifeStage","elevationAccuracy","eventID","originalNameUsage","nameAccordingTo","samplingProtocol","dataGeneralizations"
"249","Aeshna juncea Linnaeus, 1758",10.883027,59.218589,"cdround,gass84","gbif","2831717325","Aeshna juncea Linnaeus, 1758","b124e1e0-4755-430f-9eab-894f25a9b59c","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2020-09-23T02:11:27.987+0000","2020-09-23T03:13:09.583+0000",130,"HUMAN_OBSERVATION",2,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,"Viken",2020,8,12,2020-08-12,"2020-08-12T18:59:00.000+0000","2020-09-23T03:13:09.583+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","NO","Norway","urn:uuid:1d640a7f-2e47-48fd-9543-b472e09ce97e","Per-Arne Johansen","24953838","nef","Viken","Trondalbassenget, Trondalen, Fredrikstad, Vi",NA,"so2-bugs","2831717325","urn:uuid:1d640a7f-2e47-48fd-9543-b472e09ce97e",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fredrikstad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.artsobservasjoner.no/Sighting/24953838","1220630","Activity: Flying.","{""Activity"":""Flying""}",NA,NA,NA,NA,NA,NA,NA,NA
"250","Aeshna juncea Linnaeus, 1758",9.683668,59.223774,"cdround,gass84","gbif","2831725344","Aeshna juncea Linnaeus, 1758","b124e1e0-4755-430f-9eab-894f25a9b59c","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2020-09-23T02:11:27.987+0000","2020-09-23T03:13:22.400+0000",130,"HUMAN_OBSERVATION",4,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,"Vestfold og Telemark",2020,8,11,2020-08-11,"2020-08-12T22:22:24.000+0000","2020-09-23T03:13:22.400+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","NO","Norway","urn:uuid:36e21869-1623-4fe9-80ac-4d032da0943b","Peter Andresen","24955641","nef","Vestfold og Telemark","Liten dam/pytt i skråningen øst for Ørnstjenn mot",NA,"so2-bugs","2831725344","urn:uuid:36e21869-1623-4fe9-80ac-4d032da0943b",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.75/15.0",NA,NA,NA,NA,"Skien",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.artsobservasjoner.no/Sighting/24955641","1449191","3 hanner og 1 hunn. Hunnen la egg.. Quantity: 4 In",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Aeshna juncea Linnaeus, 1758",9.999192,59.328195,"cdround,gass84","gbif","2831725399","Aeshna juncea Linnaeus, 1758","b124e1e0-4755-430f-9eab-894f25a9b59c","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2020-09-23T02:11:27.987+0000","2020-09-23T03:13:27.285+0000",130,"HUMAN_OBSERVATION",10,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,"Vestfold og Telemark",2020,8,15,2020-08-15,"2020-08-15T18:25:58.000+0000","2020-09-23T03:13:27.285+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","NO","Norway","urn:uuid:7dcefcc6-2c4e-4b29-82e2-d3195be4aef2","Roy Fjelldal","24971970","nef","Vestfold og Telemark","Svartvann, Solbergvannet, Lardal, Larvik, Vt",NA,"so2-bugs","2831725399","urn:uuid:7dcefcc6-2c4e-4b29-82e2-d3195be4aef2",NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Larvik",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","feeding",NA,"https://www.artsobservasjoner.no/Sighting/24971970","1481515","Activity: Forage.","{""Activity"":""Forage""}",NA,NA,NA,NA,NA,NA,NA,NA
"252","Aeshna juncea Linnaeus, 1758",10.431839,63.598522,"cdround,gass84","gbif","2831729438","Aeshna juncea Linnaeus, 1758","b124e1e0-4755-430f-9eab-894f25a9b59c","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2020-09-23T02:11:27.987+0000","2020-09-23T03:13:20.967+0000",130,"HUMAN_OBSERVATION",1,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,"Trøndelag",2020,8,13,2020-08-13,"2020-08-13T16:48:16.000+0000","2020-09-23T03:13:20.967+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","NO","Norway","urn:uuid:c5633878-8a1e-40a8-8be8-4ff749686aa2","Reidar Hindrum","24960536","nef","Trøndelag","Fluren, Indre Fosen, Tø",NA,"so2-bugs","2831729438","urn:uuid:c5633878-8a1e-40a8-8be8-4ff749686aa2",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indre Fosen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.artsobservasjoner.no/Sighting/24960536","1480708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Aeshna juncea Linnaeus, 1758",8.938039,60.694936,"cdround,gass84","gbif","2831731464","Aeshna juncea Linnaeus, 1758","b124e1e0-4755-430f-9eab-894f25a9b59c","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2020-09-23T02:11:27.987+0000","2020-09-23T03:13:34.001+0000",130,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,"Viken",2020,8,16,2020-08-16,"2020-08-17T17:40:48.000+0000","2020-09-23T03:13:34.001+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","NO","Norway","urn:uuid:d71ede5a-254f-4075-b21a-a71056ae2d3d","Asle Bruserud","24986366","nef","Viken","Vestaforslåtta, Gol, Vi",NA,"so2-bugs","2831731464","urn:uuid:d71ede5a-254f-4075-b21a-a71056ae2d3d",NA,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gol",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.artsobservasjoner.no/Sighting/24986366","1483187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Aeshna juncea Linnaeus, 1758",10.769165,60.008242,"cdround,gass84","gbif","2831736354","Aeshna juncea Linnaeus, 1758","b124e1e0-4755-430f-9eab-894f25a9b59c","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2020-09-23T02:11:27.987+0000","2020-09-23T03:13:11.051+0000",130,"HUMAN_OBSERVATION",1,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,"Oslo",2020,8,15,2020-08-15,"2020-08-15T20:12:07.000+0000","2020-09-23T03:13:11.051+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","NO","Norway","urn:uuid:4b214493-8f47-496e-96a0-f56877da1b40","Simon Rix","24970640","nef","Oslo","Haugermåsan, Maridalen, Oslo, Os",NA,"so2-bugs","2831736354","urn:uuid:4b214493-8f47-496e-96a0-f56877da1b40",NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oslo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.artsobservasjoner.no/Sighting/24970640","455926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Aeshna juncea Linnaeus, 1758",10.673935,59.646949,"cdround,gass84","gbif","2831742441","Aeshna juncea Linnaeus, 1758","b124e1e0-4755-430f-9eab-894f25a9b59c","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2020-09-23T02:11:27.987+0000","2020-09-23T03:13:21.860+0000",130,"HUMAN_OBSERVATION",1,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,"Viken",2020,8,16,2020-08-16,"2020-08-17T21:01:25.000+0000","2020-09-23T03:13:21.860+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","NO","Norway","urn:uuid:c4a4afbe-9abc-44f6-ae57-2561a4f5a377","Kristoffer Weiby","24987879","nef","Viken","haveråsen, Haver, Frogn, Vi",NA,"so2-bugs","2831742441","urn:uuid:c4a4afbe-9abc-44f6-ae57-2561a4f5a377",NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Frogn",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MALE","possiblereproductive",NA,"https://www.artsobservasjoner.no/Sighting/24987879","1095247","Activity: Territorial. Quantity: 1 Individuals","{""Activity"":""Territorial""}",NA,NA,NA,NA,NA,NA,NA,NA
"256","Aeshna juncea Linnaeus, 1758",7.609063,58.02018,"cdround,gass84","gbif","2831766309","Aeshna juncea Linnaeus, 1758","b124e1e0-4755-430f-9eab-894f25a9b59c","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2020-09-23T02:11:27.987+0000","2020-09-23T03:13:06.730+0000",130,"HUMAN_OBSERVATION",2,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,NA,"Agder",2020,8,6,2020-08-06,"2020-08-11T21:03:12.000+0000","2020-09-23T03:13:06.730+0000","http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Insecta","NO","Norway","urn:uuid:12856b65-3e0c-442e-8882-8982c953f57a","Øyvind Nyvold Larsen","24948416","nef","Agder","Igletjønn, Lindesnes, Ag",NA,"so2-bugs","2831766309","urn:uuid:12856b65-3e0c-442e-8882-8982c953f57a",NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindesnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"https://www.artsobservasjoner.no/Sighting/24948416","345035","Activity: Flying.","{""Activity"":""Flying""}",NA,NA,NA,NA,NA,NA,NA,NA
"257","Aeshna juncea Linnaeus, 1758",13.047823,62.80623,"cdround,gass84","gbif","2847391020","Aeshna juncea Linnaeus, 1758","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-08T03:48:45.964+0000","2020-09-08T09:25:36.753+0000",246,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2020,8,1,2020-08-01,"2020-08-04T22:18:55.000+0000","2020-09-08T09:25:36.753+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","urn:lsid:artportalen.se:Sighting:87284484","Kent Moén","130970809","ArtDatabanken","Härjedalen","Storsjö 720,Storsjö,Berg",NA,"Artportalen","2847391020","urn:lsid:artportalen.se:Sighting:87284484",NA,25,NA,"Kent Moén",NA,NA,NA,NA,"urn:lsid:dyntaxa.se:Taxon:208283",NA,NA,"00:00:00 - 00:00:00",NA,NA,"More information can be obtained from the Data Provider.","214","Berg","Unvalidated","Swedish","Occurrence","starrmosaikslända","urn:lsid:dyntaxa.se:Taxon:208283","214","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"free-flying",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Aeshna juncea Linnaeus, 1758",11.67994,57.740912,"gass84","gbif","2847392013","Aeshna juncea Linnaeus, 1758","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-08T03:48:45.964+0000","2020-09-08T09:25:35.724+0000",246,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2020,8,3,2020-08-03,"2020-08-04T17:23:00.000+0000","2020-09-08T09:25:35.724+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","urn:lsid:artportalen.se:Sighting:87278425","Per Karlsson Linderum","130965274","ArtDatabanken","Bohuslän","Näckrosdammarna",NA,"Artportalen","2847392013","urn:lsid:artportalen.se:Sighting:87278425",NA,80,NA,"Per Karlsson Linderum",NA,NA,NA,NA,"urn:lsid:dyntaxa.se:Taxon:208283",NA,NA,"00:00:00 - 00:00:00",NA,NA,"More information can be obtained from the Data Provider.","216","Öckerö","Unvalidated","Swedish","Occurrence","starrmosaikslända","urn:lsid:dyntaxa.se:Taxon:208283","216","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Aeshna juncea Linnaeus, 1758",19.814311,63.604126,"gass84","gbif","2847410062","Aeshna juncea Linnaeus, 1758","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-08T03:48:45.964+0000","2020-09-08T09:25:41.343+0000",246,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2020,8,5,2020-08-05,"2020-08-05T16:27:39.000+0000","2020-09-08T09:25:41.343+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","urn:lsid:artportalen.se:Sighting:87295954","Ralf Norberg, Tommy Magnusson","130982705","ArtDatabanken","Ångermanland","Grasmyran,SSO Ängersjö",NA,"Artportalen","2847410062","urn:lsid:artportalen.se:Sighting:87295954",NA,300,NA,"Ralf Norberg",NA,NA,NA,NA,"urn:lsid:dyntaxa.se:Taxon:208283",NA,NA,"12:00:00 - 12:00:00",NA,NA,"More information can be obtained from the Data Provider.","218","Umeå","Unvalidated","Swedish","Occurrence","starrmosaikslända","urn:lsid:dyntaxa.se:Taxon:208283","218","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"free-flying",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Aeshna juncea Linnaeus, 1758",17.575422,59.860658,"gass84","gbif","2847411244","Aeshna juncea Linnaeus, 1758","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-08T03:48:45.964+0000","2020-09-08T09:25:38.616+0000",246,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2020,8,10,2020-08-10,"2020-08-11T11:56:57.000+0000","2020-09-08T09:25:38.616+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","urn:lsid:artportalen.se:Sighting:87404470","Kenth Kärsrud","130865018","ArtDatabanken","Uppland","Berthöga Skogsdammen",NA,"Artportalen","2847411244","urn:lsid:artportalen.se:Sighting:87404470",NA,39,NA,"Kenth Kärsrud",NA,NA,NA,NA,"urn:lsid:dyntaxa.se:Taxon:208283",NA,NA,"00:00:00 - 00:00:00",NA,NA,"More information can be obtained from the Data Provider.","223","Uppsala","Unvalidated","Swedish","Occurrence","starrmosaikslända","urn:lsid:dyntaxa.se:Taxon:208283","223","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"free-flying",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Aeshna juncea Linnaeus, 1758",16.09551,62.544664,"cdround,gass84","gbif","2847414012","Aeshna juncea Linnaeus, 1758","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-08T03:48:45.964+0000","2020-09-08T09:25:36.519+0000",246,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2020,8,4,2020-08-04,"2020-08-04T19:20:27.000+0000","2020-09-08T09:25:36.519+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","urn:lsid:artportalen.se:Sighting:87279479","Bengt Larsson","130966288","ArtDatabanken","Medelpad","Gammelboda",NA,"Artportalen","2847414012","urn:lsid:artportalen.se:Sighting:87279479",NA,100,NA,"Bengt Larsson",NA,NA,NA,NA,"urn:lsid:dyntaxa.se:Taxon:208283",NA,NA,"00:00:00 - 00:00:00",NA,NA,"More information can be obtained from the Data Provider.","217","Ånge","Unvalidated","Swedish","Occurrence","starrmosaikslända","urn:lsid:dyntaxa.se:Taxon:208283","217","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"free-flying",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Aeshna juncea Linnaeus, 1758",14.760578,58.882682,"gass84","gbif","2847418167","Aeshna juncea Linnaeus, 1758","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-08T03:48:45.964+0000","2020-09-08T09:25:41.347+0000",246,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2020,8,8,2020-08-08,"2020-08-09T08:18:14.000+0000","2020-09-08T09:25:41.347+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","urn:lsid:artportalen.se:Sighting:87359581","Per Karlsson Linderum","130824643","ArtDatabanken","Närke","kärr vid Öjevad",NA,"Artportalen","2847418167","urn:lsid:artportalen.se:Sighting:87359581",NA,121,NA,"Per Karlsson Linderum",NA,NA,NA,NA,"urn:lsid:dyntaxa.se:Taxon:208283",NA,NA,"00:00:00 - 00:00:00",NA,NA,"More information can be obtained from the Data Provider.","221","Askersund","Unvalidated","Swedish","Occurrence","starrmosaikslända","urn:lsid:dyntaxa.se:Taxon:208283","221","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Aeshna juncea Linnaeus, 1758",16.571968,59.980142,"cdround,gass84","gbif","2847425296","Aeshna juncea Linnaeus, 1758","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-08T03:48:45.964+0000","2020-09-08T09:25:38.545+0000",246,"HUMAN_OBSERVATION",1,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2020,8,11,2020-08-11,"2020-08-12T11:35:34.000+0000","2020-09-08T09:25:38.545+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","urn:lsid:artportalen.se:Sighting:87421823","Göran Holmberg","130881986","ArtDatabanken","Västmanland","Järndammen Sala",NA,"Artportalen","2847425296","urn:lsid:artportalen.se:Sighting:87421823",NA,25,NA,"Göran Holmberg",NA,NA,NA,NA,"urn:lsid:dyntaxa.se:Taxon:208283",NA,NA,"15:30:00 - 15:30:00",NA,NA,"More information can be obtained from the Data Provider.","224","Sala","Unvalidated","Swedish","Occurrence","starrmosaikslända","urn:lsid:dyntaxa.se:Taxon:208283","224","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae","FEMALE","free-flying",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Aeshna juncea Linnaeus, 1758",14.831176,59.318996,"cdround,gass84","gbif","2847430196","Aeshna juncea Linnaeus, 1758","38b4c89f-584c-41bb-bd8f-cd1def33e92f","b8323864-602a-4a7d-9127-bb903054e97d","4346b227-ca68-4d54-8a77-909148492e0b","SE","DWC_ARCHIVE","2020-09-08T03:48:45.964+0000","2020-09-08T09:25:42.392+0000",246,"HUMAN_OBSERVATION",NA,"PRESENT",1425221,1,54,216,789,4209,1425165,1425221,1425221,"Aeshna juncea Linnaeus, 1758","Animalia","Arthropoda","Odonata","Aeshnidae","Aeshna","Aeshna juncea","Aeshna","juncea","SPECIES","ACCEPTED",NA,NA,"EUROPE",NA,2020,8,7,2020-08-07,"2020-08-10T21:27:29.000+0000","2020-09-08T09:25:42.392+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","WGS84","Insecta","SE","Sweden","urn:lsid:artportalen.se:Sighting:87375603","Mikael Ramnerö","130820275","ArtDatabanken","Närke","Gilsåsen",NA,"Artportalen","2847430196","urn:lsid:artportalen.se:Sighting:87375603",NA,500,NA,"Mikael  Ramnerö",NA,NA,NA,NA,"urn:lsid:dyntaxa.se:Taxon:208283",NA,NA,"00:00:00 - 00:00:00",NA,NA,"More information can be obtained from the Data Provider.","220","Örebro","Unvalidated","Swedish","Occurrence","starrmosaikslända","urn:lsid:dyntaxa.se:Taxon:208283","220","urn:lsid:swedishlifewatch.se:DataProvider:1","Free usage","Biota;Animalia;Arthropoda;Hexapoda;Insecta;Odonata;Anisoptera;Aeshnidae",NA,"free-flying",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
